timestamp_s,x_m,y_m,yaw_deg,speed_ms,speed_kmh,throttle,steer_cmd,lateral_error_m,heading_error_rad,target_x,target_y,lookahead_m,alpha_rad,predicted_cost,selected_steer_rad,latest_user_request,llm_status,llm_reason,active_target_speed_kmh,active_lookahead_base,active_lookahead_gain,active_stanley_k,active_softening_speed,active_Kp_cte,active_Kd_cte,active_K_heading,active_q_lateral,active_q_heading,active_r_steer,active_r_steer_change
108.10000000000001,-114.39363861083984,78.49012756347656,87.90995788574219,2.666788899011253,9.60044003644051,0.16663610858052003,-0.031447278849334424,0.17256225957958424,0.0051295145756014016,-113.8095703125,87.54225158691406,7.300036669703376,-0.027955356482476823,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
108.15,-114.38651275634766,78.623291015625,87.82381439208984,2.6673377209010467,9.602415795243768,0.16649890310807158,-0.029940291527265416,0.1773741814933873,0.006633002169005531,-113.8095703125,87.54225158691406,7.300201316270314,-0.026615579522576645,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
108.2,-114.37934112548828,78.75645446777344,87.72561645507812,2.6669541212205403,9.601034836393945,0.16659480302819818,-0.02819751387185664,0.18223187286925194,0.008346879488526193,-113.8095703125,87.54225158691406,7.3000862363661625,-0.025065183380611256,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
108.25,-114.3719711303711,78.88961029052734,87.64874267578125,2.6674838386392135,9.602941819101169,0.1664623736735299,-0.026851968618360558,0.18728803109231876,0.00968858004570805,-113.8095703125,87.54225158691406,7.300245151591764,-0.02386910640628548,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
108.30000000000001,-114.36458587646484,79.02277374267578,87.5596923828125,2.6671325263030328,9.601677094690919,0.16655020175757507,-0.0252714984751621,0.19133998615401798,0.011242800857878212,-113.8095703125,87.54225158691406,7.30013975789091,-0.02246333297251169,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
108.35000000000001,-114.35704040527344,79.15591430664062,87.49154663085938,2.6676034245055793,9.603372328220086,0.16643247720693843,-0.02408410088948415,0.19284459717134023,0.012432168600707616,-113.8095703125,87.54225158691406,7.300281027351674,-0.02140792296191285,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
108.4,-114.3494873046875,79.28907012939453,87.41078186035156,2.6672785795340275,9.6022028863225,0.1665136884498264,-0.022653688424798868,0.1943561383120427,0.01384177976568668,-113.8095703125,87.54225158691406,7.300183573860208,-0.020135789040146568,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
108.45,-114.3417739868164,79.4222183227539,87.35047912597656,2.667690631688668,9.603686274079205,0.16641067541116628,-0.021607093532940453,0.19602807787991583,0.0148942610284859,-113.8095703125,87.54225158691406,7.300307189506601,-0.0192055832259499,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
108.5,-114.33407592773438,79.55536651611328,87.27713775634766,2.6673871091666688,9.602593593000007,0.16648655604166607,-0.020311853267912888,0.19768477433256096,0.016174309406432608,-113.8095703125,87.54225158691406,7.30021613275,-0.018053787386838716,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
108.55000000000001,-114.32622528076172,79.68850708007812,87.22383117675781,2.667744803661293,9.603881293180654,0.16639713241801002,-0.01939238318755742,0.19949424765476206,0.017104684733251663,-113.8095703125,87.54225158691406,7.300323441098388,-0.017236602394849806,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
108.60000000000001,-114.31840515136719,79.8216552734375,87.15715026855469,2.667463886451057,9.602869991223805,0.16646736172056897,-0.01821971071189167,0.20127288902934765,0.01826848612961629,-113.8095703125,87.54225158691406,7.300239165935317,-0.01619389395429982,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
108.65,-114.31041717529297,79.95480346679688,87.11017608642578,2.6677775398673553,9.60399914352248,0.16638894836649443,-0.017413457730900632,0.20321920467162938,0.019088340271197213,-113.8095703125,87.54225158691406,7.300333261960207,-0.015477355107675228,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
108.7,-114.30245971679688,80.08794403076172,87.0494155883789,2.667517158729991,9.603061771427969,0.1664540436508355,-0.016345579042191378,0.20513537980054292,-0.007805325680859232,-113.8095703125,87.54225158691406,7.300255147618997,-0.014527897748723984,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
108.75,-114.29436492919922,80.22107696533203,87.0080795288086,2.6677908055166357,9.604046899859888,0.16638563195417433,-0.015642145310622236,0.20718908868377087,-0.007083875341556745,-113.8095703125,87.54225158691406,7.300337241654991,-0.01390275218339676,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
108.80000000000001,-114.28631591796875,80.35420989990234,86.95269012451172,2.66755013898519,9.603180500346683,0.1664457985870358,-0.03813029964087372,0.20919706822125667,-0.00611714786585793,-113.47362518310547,89.66248321533203,7.300265041695557,-0.03390200530281784,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
108.85000000000001,-114.27715301513672,80.48724365234375,86.87057495117188,2.6671768311928665,9.601836592294319,0.16653912553511663,-0.036818304416828276,0.212322289494142,-0.004683967725231941,-113.47362518310547,89.66248321533203,7.30015304935786,-0.03273404535402902,,,Improve tracking accuracy around bends while avoiding harsh steering corrections.,ok,,12.0,6.5,0.3,,,,,,,,,
